Class,Name,Brand,Group,RAW SIZE,Diameter,Width,BOLT PATTERN,BOLT PATTERN #2,Centerbore,Finish,Purchase Description,Inventory Location,Location Available,Location On Order,Location On Water,China Stock,Production 2025,0-30 Days,31-90 Days,91-365 Days,0-60 days (0-2 mo),61-120 days (2-4 mo),121-180 days (4 to 6 mo),121-365 days  (4 to 12 mo),121-548 days (4 to 18 mo),121+ Days (all time),ALL Time,Average Cost,Location Average Cost,Price Level A,Price Level AC,Price Level C,Price Level D,Price Level E,Price Level H,Price Level DC-A,MAP,Purchase Price,SFTP,Profit %,On Sale,Discontinued Item,Exclude From Average Cost Update,Location Last Invoice Date,Location Last Receipt Date from PO,Location Last Receipt Date from TO,Location Last Receipt Date from RMA,Last Inventory Adjustment Date,Location Last Receipt Date (Any Type),Location First PO Date,Location First Receipt Date from PO (1st Time Entered Warehouse - Originating From a PO),Location First Receipt Date from TO,Location PO Count,Type
Tire,TOY-3141245X60-18MB,Toyo,Azenis FK520,245,245,6,- None -,,0,N/A,Toyo Azenis FK520 245x6,"Orlando, FL",35,0,0,169,0,9,24,55,4,18,12,21,11,26,160,270.99,257.03,Retail,426.81,386.17,365.84,345.52,325.19,304.87,345.52,298.09,414.62,33.33,No,No,,10/29/2025,12/13/2025,,,2/15/2026,12/13/2025,9/12/2024,6/9/2024,7/24/2024,17,Inventory Item
Tire,TOY-3141245X60-18MB,Toyo,Azenis FK520,245,245,6,- None -,,0,N/A,Toyo Azenis FK520 245x6,"Phoenix, AZ",42,0,0,0,0,1,2,1,0,3,0,4,4,3,19,270.99,274.86,Retail,426.81,386.17,365.84,345.52,325.19,304.87,345.52,298.09,414.62,33.33,No,No,,10/15/2025,2/24/2026,,,,2/24/2026,3/12/2025,4/5/2024,,18,Inventory Item
Tire,YOK-1124215X100-ZBRM,Yokohama,P Zero,215,215,10,- None -,,0,N/A,Yokohama P Zero 215x10,"Nashville, TN",53,103,0,0,0,40,48,201,39,44,47,39,62,153,601,191.99,185.95,Retail,296.34,268.12,254.01,239.9,225.78,211.67,239.9,211.19,287.87,31.97,No,No,,3/16/2026,5/19/2025,,,,5/19/2025,9/22/2024,4/27/2024,,10,Inventory Item
Tire,YOK-1124215X100-ZBRM,Yokohama,P Zero,215,215,10,- None -,,0,N/A,Yokohama P Zero 215x10,"Dallas, TX",31,0,0,44,0,0,0,0,0,0,0,0,0,0,0,191.99,181.2,Retail,296.34,268.12,254.01,239.9,225.78,211.67,239.9,211.19,287.87,31.97,No,No,,,9/13/2025,,,,9/13/2025,5/11/2024,9/2/2024,1/8/2025,11,Inventory Item
Tire,YOK-1124215X100-ZBRM,Yokohama,P Zero,215,215,10,- None -,,0,N/A,Yokohama P Zero 215x10,"Phoenix, AZ",31,53,0,197,0,27,20,78,20,63,5,77,56,155,564,191.99,206.16,Retail,296.34,268.12,254.01,239.9,225.78,211.67,239.9,211.19,287.87,31.97,No,No,,2/11/2026,5/30/2025,,,,5/30/2025,9/13/2024,10/27/2024,12/5/2024,10,Inventory Item
Tire,HAN-6316235X100MTBR,Hankook,P Zero,235,235,10,- None -,- None -,0,N/A,Hankook P Zero 235x10,"Tampa, FL",7,0,0,0,0,3,30,30,4,5,1,25,28,53,93,131.99,128.85,Retail,202.35,183.07,173.44,163.8,154.17,144.53,163.8,145.19,196.56,31.51,No,No,,3/15/2026,4/17/2025,,,,4/17/2025,2/4/2025,8/6/2024,,2,Inventory Item
Tire,HAN-6316235X100MTBR,Hankook,P Zero,235,235,10,- None -,- None -,0,N/A,Hankook P Zero 235x10,"Atlanta, GA",24,0,0,0,0,40,106,140,70,26,27,114,19,72,350,131.99,123.41,Retail,202.35,183.07,173.44,163.8,154.17,144.53,163.8,145.19,196.56,31.51,No,No,,11/30/2025,9/2/2025,11/30/2025,1/6/2026,,9/2/2025,11/9/2024,1/12/2025,11/21/2024,10,Inventory Item
Tire,HAN-6316235X100MTBR,Hankook,P Zero,235,235,10,- None -,- None -,0,N/A,Hankook P Zero 235x10,"Houston, TX",31,87,8,0,0,64,141,144,13,60,53,107,65,64,477,131.99,144.27,Retail,202.35,183.07,173.44,163.8,154.17,144.53,163.8,145.19,196.56,31.51,No,No,,12/23/2025,8/17/2025,,,11/8/2025,8/17/2025,7/2/2024,2/2/2025,,4,Inventory Item
Tire,HAN-6316235X100MTBR,Hankook,P Zero,235,235,10,- None -,,0,N/A,Hankook P Zero 235x10,"Charlotte, NC",5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,131.99,134.99,Retail,202.35,183.07,173.44,163.8,154.17,144.53,163.8,145.19,196.56,31.51,No,No,,3/22/2026,9/17/2025,,10/7/2025,,9/17/2025,6/15/2024,1/31/2025,,15,Inventory Item
Tire,YOK-2589235X110TB,Yokohama,ExtremeContact,235,235,11,- None -,,0,N/A,Yokohama ExtremeContact 235x11,"Orlando, FL",41,64,0,0,0,65,119,260,85,65,51,114,43,176,411,178.99,175.16,Retail,274.4,248.26,235.2,222.13,209.06,196,222.13,196.89,266.56,31.51,No,No,,9/30/2025,6/27/2025,,,,6/27/2025,4/27/2024,2/16/2025,,14,Inventory Item
Tire,YOK-2589235X110TB,Yokohama,ExtremeContact,235,235,11,- None -,,0,N/A,Yokohama ExtremeContact 235x11,"Houston, TX",63,39,0,187,0,5,11,32,21,2,4,36,23,40,174,178.99,170.75,Retail,274.4,248.26,235.2,222.13,209.06,196,222.13,196.89,266.56,31.51,No,No,,1/6/2026,7/5/2025,,,,7/5/2025,10/26/2024,10/24/2024,,4,Inventory Item
Tire,YOK-2589235X110TB,Yokohama,ExtremeContact,235,235,11,- None -,- None -,0,N/A,Yokohama ExtremeContact 235x11,"Nashville, TN",76,0,0,0,0,0,0,0,0,0,0,0,0,0,3,178.99,193.73,Retail,274.4,248.26,235.2,222.13,209.06,196,222.13,196.89,266.56,31.51,No,No,,3/1/2026,6/10/2025,,,,6/10/2025,3/15/2025,11/14/2024,3/14/2025,10,Inventory Item
Tire,YOK-2589235X110TB,Yokohama,ExtremeContact,235,235,11,- None -,,0,N/A,Yokohama ExtremeContact 235x11,"Dallas, TX",14,0,0,0,0,10,26,36,17,20,10,17,8,14,80,178.99,185.26,Retail,274.4,248.26,235.2,222.13,209.06,196,222.13,196.89,266.56,31.51,No,No,,1/2/2026,5/15/2025,,,3/6/2026,5/15/2025,5/26/2024,7/29/2024,6/15/2024,16,Inventory Item
Tire,TOY-2173275X120TB,Toyo,Azenis FK520,275,275,12,- None -,,0,N/A,Toyo Azenis FK520 275x12,"Nashville, TN",34,0,0,0,0,48,78,40,64,67,34,119,6,199,625,278.99,306.62,Retail,454.05,410.81,389.19,367.57,345.94,324.32,367.57,306.89,441.08,35.48,No,No,,10/2/2025,6/25/2025,5/5/2025,,,6/25/2025,9/16/2024,5/21/2024,,15,Inventory Item
Tire,TOY-2173275X120TB,Toyo,Azenis FK520,275,275,12,- None -,,0,N/A,Toyo Azenis FK520 275x12,"Orlando, FL",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.99,298.94,Retail,454.05,410.81,389.19,367.57,345.94,324.32,367.57,306.89,441.08,35.48,No,No,,,4/23/2025,,,,4/23/2025,1/3/2025,3/25/2025,,6,Inventory Item
Tire,MIC-8869235X110-12NC,Michelin,Potenza S007,235,235,11,- None -,,0,N/A,Michelin Potenza S007 235x11,"Charlotte, NC",7,0,0,112,0,55,126,213,47,24,8,75,38,182,498,209.99,213.54,Retail,328.53,297.25,281.6,265.96,250.31,234.67,265.96,230.99,319.15,32.89,No,No,Yes,10/2/2025,10/4/2025,,1/3/2026,,10/4/2025,5/12/2024,9/9/2024,4/12/2024,9,Inventory Item
Tire,MIC-8869235X110-12NC,Michelin,Potenza S007,235,235,11,- None -,,0,N/A,Michelin Potenza S007 235x11,"Houston, TX",40,0,0,0,0,47,11,44,12,80,31,24,79,82,595,209.99,191.78,Retail,328.53,297.25,281.6,265.96,250.31,234.67,265.96,230.99,319.15,32.89,No,No,,2/17/2026,3/9/2026,,,,3/9/2026,12/31/2024,9/16/2024,,16,Inventory Item
Tire,MIC-8869235X110-12NC,Michelin,Potenza S007,235,235,11,- None -,,0,N/A,Michelin Potenza S007 235x11,"Phoenix, AZ",55,12,0,0,0,0,0,0,0,0,0,0,0,0,1,209.99,195.87,Retail,328.53,297.25,281.6,265.96,250.31,234.67,265.96,230.99,319.15,32.89,No,No,,3/13/2026,11/14/2025,,,,11/14/2025,12/6/2024,7/31/2024,7/22/2024,19,Inventory Item
Tire,PIR-6265225X110-24GB,Pirelli,Proxes Sport,225,225,11,- None -,,0,N/A,Pirelli Proxes Sport 225x11,"Charlotte, NC",55,74,0,0,0,78,18,58,98,73,45,95,6,77,465,69.99,69.59,Retail,95.54,86.44,81.89,77.34,72.79,68.24,77.34,76.99,92.81,23.08,No,No,,10/4/2025,8/19/2025,,,,8/19/2025,9/5/2024,10/1/2024,,15,Inventory Item
Tire,PIR-6265225X110-24GB,Pirelli,Proxes Sport,225,225,11,- None -,,0,N/A,Pirelli Proxes Sport 225x11,"Atlanta, GA",54,98,0,0,0,65,64,265,19,43,52,42,68,98,403,69.99,66.75,Retail,95.54,86.44,81.89,77.34,72.79,68.24,77.34,76.99,92.81,23.08,No,No,,3/12/2026,6/11/2025,,,,6/11/2025,11/20/2024,12/19/2024,8/15/2024,5,Inventory Item
Tire,PIR-6265225X110-24GB,Pirelli,Proxes Sport,225,225,11,- None -,,0,N/A,Pirelli Proxes Sport 225x11,"Nashville, TN",69,0,0,0,0,9,29,36,9,14,11,10,22,51,114,69.99,74.61,Retail,95.54,86.44,81.89,77.34,72.79,68.24,77.34,76.99,92.81,23.08,No,No,,3/14/2026,1/30/2026,,,,1/30/2026,2/4/2025,4/29/2024,8/7/2024,15,Inventory Item
Tire,PIR-6265225X110-24GB,Pirelli,Proxes Sport,225,225,11,- None -,,0,N/A,Pirelli Proxes Sport 225x11,"Orlando, FL",70,0,0,0,0,30,145,266,98,31,56,89,39,62,754,69.99,68.79,Retail,95.54,86.44,81.89,77.34,72.79,68.24,77.34,76.99,92.81,23.08,No,No,,1/14/2026,3/31/2025,,12/4/2025,,3/31/2025,3/13/2025,11/2/2024,,4,Inventory Item
Tire,TOY-8434315X90TB,Toyo,Potenza S007,315,315,9,- None -,,0,N/A,Toyo Potenza S007 315x9,"Orlando, FL",25,0,0,29,65,35,23,300,98,29,54,90,54,52,640,133.99,129.99,Retail,213.84,193.48,183.29,173.11,162.93,152.75,173.11,147.39,207.73,34.21,No,No,,2/6/2026,12/15/2025,,12/12/2025,,12/15/2025,5/14/2024,4/24/2024,5/15/2024,16,Inventory Item
Tire,TOY-8434315X90TB,Toyo,Potenza S007,315,315,9,- None -,,0,N/A,Toyo Potenza S007 315x9,"Houston, TX",47,30,0,0,0,59,64,265,62,38,12,18,66,95,519,133.99,145.24,Retail,213.84,193.48,183.29,173.11,162.93,152.75,173.11,147.39,207.73,34.21,No,No,,11/2/2025,10/29/2025,10/23/2025,,,10/29/2025,1/2/2025,9/17/2024,2/3/2025,7,Inventory Item
Tire,TOY-8434315X90TB,Toyo,Potenza S007,315,315,9,- None -,- None -,0,N/A,Toyo Potenza S007 315x9,"Nashville, TN",58,0,0,0,45,8,17,22,17,12,3,12,2,56,107,133.99,137.61,Retail,213.84,193.48,183.29,173.11,162.93,152.75,173.11,147.39,207.73,34.21,No,No,,10/17/2025,7/28/2025,,,,7/28/2025,2/17/2025,11/1/2024,,20,Inventory Item
Tire,TOY-5196275X110-18MB,Toyo,Ventus S1 evo3,275,275,11,- None -,,0,N/A,Toyo Ventus S1 evo3 275x11,"Houston, TX",68,70,0,0,0,0,2,8,1,3,1,6,2,1,25,66.99,61.94,Retail,91.44,82.74,78.38,74.03,69.67,65.32,74.03,73.69,88.83,23.08,No,Yes,,10/4/2025,8/17/2025,12/21/2025,,3/10/2026,8/17/2025,8/25/2024,5/7/2024,,8,Inventory Item
Tire,TOY-5196275X110-18MB,Toyo,Ventus S1 evo3,275,275,11,- None -,,0,N/A,Toyo Ventus S1 evo3 275x11,"Tampa, FL",24,0,0,0,0,38,46,101,78,29,25,74,34,129,674,66.99,63.03,Retail,91.44,82.74,78.38,74.03,69.67,65.32,74.03,73.69,88.83,23.08,No,Yes,,12/25/2025,11/4/2025,,,,11/4/2025,1/26/2025,2/22/2025,,14,Inventory Item
Tire,BRI-9522275X120-24GB,Bridgestone,Proxes Sport,275,275,12,- None -,,0,N/A,Bridgestone Proxes Sport 275x12,"Dallas, TX",39,0,52,0,0,74,10,233,49,21,40,91,68,27,645,89.99,89.38,Retail,122.84,111.14,105.29,99.44,93.59,87.74,99.44,98.99,119.33,23.08,No,No,,3/16/2026,3/22/2026,4/14/2025,,,3/22/2026,5/3/2024,7/24/2024,,9,Inventory Item
Tire,BRI-9522275X120-24GB,Bridgestone,Proxes Sport,275,275,12,- None -,,0,N/A,Bridgestone Proxes Sport 275x12,"Tampa, FL",65,18,0,0,0,4,8,44,8,20,10,30,11,37,130,89.99,91.86,Retail,122.84,111.14,105.29,99.44,93.59,87.74,99.44,98.99,119.33,23.08,No,No,,3/15/2026,8/16/2025,,,,8/16/2025,6/1/2024,8/16/2024,6/16/2024,8,Inventory Item
Tire,BRI-6293305X60-ZBRM,Bridgestone,Ventus S1 evo3,305,305,6,- None -,,0,N/A,Bridgestone Ventus S1 evo3 305x6,"Orlando, FL",46,0,10,0,0,20,80,222,73,65,24,116,47,60,581,73.99,77.77,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,81.39,105.66,28.57,No,Yes,,11/25/2025,12/21/2025,,,,12/21/2025,6/29/2024,12/15/2024,,7,Inventory Item
Tire,BRI-6293305X60-ZBRM,Bridgestone,Ventus S1 evo3,305,305,6,- None -,,0,N/A,Bridgestone Ventus S1 evo3 305x6,"Atlanta, GA",25,0,0,0,0,5,16,80,20,5,10,20,27,57,114,73.99,71.62,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,81.39,105.66,28.57,No,Yes,,12/2/2025,1/13/2026,4/6/2025,11/11/2025,,1/13/2026,10/5/2024,2/25/2025,,4,Inventory Item
Tire,BRI-6293305X60-ZBRM,Bridgestone,Ventus S1 evo3,305,305,6,- None -,,0,N/A,Bridgestone Ventus S1 evo3 305x6,"Charlotte, NC",67,0,0,0,0,2,1,15,1,2,2,6,4,0,25,73.99,81.29,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,81.39,105.66,28.57,No,Yes,,11/7/2025,6/25/2025,4/4/2025,,,6/25/2025,5/22/2024,10/10/2024,,6,Inventory Item
Tire,BRI-6293305X60-ZBRM,Bridgestone,Ventus S1 evo3,305,305,6,- None -,,0,N/A,Bridgestone Ventus S1 evo3 305x6,"Houston, TX",32,0,0,0,0,10,6,62,4,9,7,34,29,58,107,73.99,75.03,Retail,108.77,98.41,93.23,88.05,82.87,77.69,88.05,81.39,105.66,28.57,No,Yes,,2/19/2026,9/11/2025,,,,9/11/2025,7/27/2024,11/4/2024,,10,Inventory Item
Tire,CON-6974245X90-18MB,Continental,ExtremeContact,245,245,9,- None -,,0,N/A,Continental ExtremeContact 245x9,"Nashville, TN",67,87,0,0,0,0,0,0,0,0,0,0,0,0,4,211.99,204.18,Retail,338.33,306.11,290,273.89,257.78,241.67,273.89,233.19,328.66,34.21,No,No,,9/27/2025,10/26/2025,,11/8/2025,,10/26/2025,10/18/2024,2/14/2025,8/6/2024,12,Inventory Item
Tire,CON-6974245X90-18MB,Continental,ExtremeContact,245,245,9,- None -,,0,N/A,Continental ExtremeContact 245x9,"Dallas, TX",38,66,21,0,0,0,2,13,0,0,0,2,0,9,5,211.99,204.11,Retail,338.33,306.11,290,273.89,257.78,241.67,273.89,233.19,328.66,34.21,No,No,,3/15/2026,12/26/2025,,,,12/26/2025,12/14/2024,2/7/2025,,12,Inventory Item
Tire,CON-6974245X90-18MB,Continental,ExtremeContact,245,245,9,- None -,,0,N/A,Continental ExtremeContact 245x9,"Orlando, FL",60,50,10,0,0,1,3,8,0,2,2,4,5,10,22,211.99,202.3,Retail,338.33,306.11,290,273.89,257.78,241.67,273.89,233.19,328.66,34.21,No,No,,12/17/2025,6/27/2025,,,,6/27/2025,12/26/2024,10/20/2024,11/5/2024,1,Inventory Item
Tire,CON-6974245X90-18MB,Continental,ExtremeContact,245,245,9,- None -,,0,N/A,Continental ExtremeContact 245x9,"Tampa, FL",56,0,10,0,0,59,105,212,27,11,52,16,67,139,538,211.99,196.94,Retail,338.33,306.11,290,273.89,257.78,241.67,273.89,233.19,328.66,34.21,No,No,,1/13/2026,2/2/2026,,,,2/2/2026,1/28/2025,11/27/2024,,15,Inventory Item
Tire,TOY-2395265X60-24GB,Toyo,Ventus S1 evo3,265,265,6,- None -,,0,N/A,Toyo Ventus S1 evo3 265x6,"Atlanta, GA",44,0,18,0,0,1,0,3,1,1,2,5,4,2,11,108.99,106.66,Retail,173.94,157.38,149.09,140.81,132.53,124.25,140.81,119.89,168.97,34.21,Yes,No,,1/30/2026,8/28/2025,,3/11/2026,,8/28/2025,4/30/2024,11/26/2024,,19,Inventory Item
Tire,TOY-2395265X60-24GB,Toyo,Ventus S1 evo3,265,265,6,- None -,,0,N/A,Toyo Ventus S1 evo3 265x6,"Charlotte, NC",25,0,0,136,0,0,5,0,4,3,0,2,1,3,16,108.99,99.46,Retail,173.94,157.38,149.09,140.81,132.53,124.25,140.81,119.89,168.97,34.21,Yes,No,,11/15/2025,11/12/2025,,,2/14/2026,11/12/2025,7/28/2024,2/13/2025,11/25/2024,14,Inventory Item
Tire,TOY-2395265X60-24GB,Toyo,Ventus S1 evo3,265,265,6,- None -,,0,N/A,Toyo Ventus S1 evo3 265x6,"Houston, TX",48,0,0,0,0,44,92,151,84,31,23,26,12,124,600,108.99,114.11,Retail,173.94,157.38,149.09,140.81,132.53,124.25,140.81,119.89,168.97,34.21,Yes,No,,12/17/2025,10/12/2025,,,,10/12/2025,4/20/2024,8/2/2024,12/29/2024,11,Inventory Item
Tire,TOY-2395265X60-24GB,Toyo,Ventus S1 evo3,265,265,6,- None -,,0,N/A,Toyo Ventus S1 evo3 265x6,"Phoenix, AZ",60,0,0,0,0,50,108,98,44,35,47,35,33,154,349,108.99,111.76,Retail,173.94,157.38,149.09,140.81,132.53,124.25,140.81,119.89,168.97,34.21,Yes,No,,11/27/2025,12/29/2025,,,,12/29/2025,2/18/2025,8/4/2024,1/26/2025,17,Inventory Item
Tire,HAN-9915245X100-12NC,Hankook,Advan Sport V107,245,245,10,- None -,,0,N/A,Hankook Advan Sport V107 245x10,"Dallas, TX",1,29,0,0,0,0,1,8,4,2,1,3,0,7,20,65.99,63.64,Retail,101.86,92.16,87.31,82.46,77.61,72.76,82.46,72.59,98.95,31.98,No,No,,10/20/2025,9/2/2025,,,,9/2/2025,11/14/2024,8/18/2024,,15,Inventory Item
Tire,HAN-9915245X100-12NC,Hankook,Advan Sport V107,245,245,10,- None -,,0,N/A,Hankook Advan Sport V107 245x10,"Tampa, FL",52,0,0,0,0,3,5,40,14,3,5,34,19,28,167,65.99,71.89,Retail,101.86,92.16,87.31,82.46,77.61,72.76,82.46,72.59,98.95,31.98,No,No,,10/31/2025,10/8/2025,,,,10/8/2025,3/28/2024,6/16/2024,,5,Inventory Item
Tire,HAN-9915245X100-12NC,Hankook,Advan Sport V107,245,245,10,- None -,,0,N/A,Hankook Advan Sport V107 245x10,"Houston, TX",27,0,0,0,0,3,5,0,3,1,0,6,1,10,28,65.99,68.35,Retail,101.86,92.16,87.31,82.46,77.61,72.76,82.46,72.59,98.95,31.98,No,No,,3/25/2026,4/1/2025,,10/6/2025,,4/1/2025,10/7/2024,7/15/2024,11/12/2024,8,Inventory Item
Tire,PIR-9830225X70SB,Pirelli,Potenza S007,225,225,7,- None -,,0,N/A,Pirelli Potenza S007 225x7,"Charlotte, NC",32,102,0,0,0,8,20,37,15,5,10,5,16,40,157,184.99,171.09,Retail,270,244.28,231.43,218.57,205.71,192.85,218.57,203.49,262.28,28.06,No,No,,11/30/2025,7/26/2025,9/29/2025,,,7/26/2025,2/5/2025,9/15/2024,6/16/2024,20,Inventory Item
Tire,PIR-9830225X70SB,Pirelli,Potenza S007,225,225,7,- None -,,0,N/A,Pirelli Potenza S007 225x7,"Dallas, TX",36,66,0,0,49,2,4,15,2,2,2,6,0,8,38,184.99,172.47,Retail,270,244.28,231.43,218.57,205.71,192.85,218.57,203.49,262.28,28.06,No,No,,11/4/2025,11/6/2025,5/17/2025,,,11/6/2025,4/8/2024,12/7/2024,,2,Inventory Item
Tire,PIR-9830225X70SB,Pirelli,Potenza S007,225,225,7,- None -,,0,N/A,Pirelli Potenza S007 225x7,"Orlando, FL",10,0,5,0,0,8,35,14,19,12,6,14,26,12,131,184.99,175.45,Retail,270,244.28,231.43,218.57,205.71,192.85,218.57,203.49,262.28,28.06,No,No,,11/17/2025,2/22/2026,10/3/2025,,,2/22/2026,6/9/2024,4/1/2024,,15,Inventory Item
Tire,PIR-5838305X70-ZBRM,Pirelli,Ventus S1 evo3,305,305,7,- None -,- None -,0,N/A,Pirelli Ventus S1 evo3 305x7,"Charlotte, NC",21,0,0,0,0,69,116,90,35,19,40,110,71,79,457,258.99,237.28,Retail,391.6,354.3,335.65,317.01,298.36,279.71,317.01,284.89,380.41,30.56,No,No,,10/14/2025,6/21/2025,7/17/2025,,,6/21/2025,5/4/2024,1/30/2025,,13,Inventory Item
Tire,PIR-5838305X70-ZBRM,Pirelli,Ventus S1 evo3,305,305,7,- None -,,0,N/A,Pirelli Ventus S1 evo3 305x7,"Tampa, FL",69,0,0,0,0,0,0,0,0,0,0,0,0,0,2,258.99,256.99,Retail,391.6,354.3,335.65,317.01,298.36,279.71,317.01,284.89,380.41,30.56,No,No,,12/21/2025,10/22/2025,2/6/2026,,,10/22/2025,11/4/2024,11/2/2024,,15,Inventory Item
Tire,MIC-9170305X120SB,Michelin,Proxes Sport,305,305,12,- None -,,0,N/A,Michelin Proxes Sport 305x12,"Atlanta, GA",30,0,0,0,0,3,5,2,4,1,1,6,4,5,34,106.99,113.7,Retail,167.39,151.45,143.48,135.51,127.54,119.56,135.51,117.69,162.61,32.89,No,No,,3/1/2026,7/5/2025,,,,7/5/2025,11/9/2024,1/29/2025,,1,Inventory Item
Tire,MIC-9170305X120SB,Michelin,Proxes Sport,305,305,12,- None -,,0,N/A,Michelin Proxes Sport 305x12,"Charlotte, NC",17,0,0,0,0,14,101,22,32,35,53,106,26,100,359,106.99,103.18,Retail,167.39,151.45,143.48,135.51,127.54,119.56,135.51,117.69,162.61,32.89,No,No,,1/4/2026,11/3/2025,,,,11/3/2025,1/15/2025,4/8/2024,,18,Inventory Item
Tire,MIC-9170305X120SB,Michelin,Proxes Sport,305,305,12,- None -,,0,N/A,Michelin Proxes Sport 305x12,"Nashville, TN",71,73,0,0,0,2,2,14,3,3,2,0,0,7,37,106.99,99.63,Retail,167.39,151.45,143.48,135.51,127.54,119.56,135.51,117.69,162.61,32.89,No,No,,1/16/2026,9/30/2025,,,,9/30/2025,6/10/2024,10/1/2024,11/25/2024,3,Inventory Item
Tire,MIC-9170305X120SB,Michelin,Proxes Sport,305,305,12,- None -,- None -,0,N/A,Michelin Proxes Sport 305x12,"Phoenix, AZ",23,0,0,0,24,58,99,94,29,23,34,113,25,48,371,106.99,116.97,Retail,167.39,151.45,143.48,135.51,127.54,119.56,135.51,117.69,162.61,32.89,No,No,,11/23/2025,8/29/2025,,,,8/29/2025,3/14/2025,5/25/2024,,3,Inventory Item
Tire,HAN-8858245X110SB,Hankook,P Zero,245,245,11,- None -,,0,N/A,Hankook P Zero 245x11,"Dallas, TX",16,0,0,0,0,0,0,0,0,0,0,0,0,0,2,243.99,223.51,Retail,397.09,359.27,340.36,321.45,302.54,283.63,321.45,268.39,385.74,35.48,No,No,,3/15/2026,5/30/2025,,,,5/30/2025,4/20/2024,8/2/2024,,14,Inventory Item
Tire,HAN-8858245X110SB,Hankook,P Zero,245,245,11,- None -,,0,N/A,Hankook P Zero 245x11,"Phoenix, AZ",73,0,37,0,0,0,0,0,0,0,0,0,0,0,5,243.99,264.7,Retail,397.09,359.27,340.36,321.45,302.54,283.63,321.45,268.39,385.74,35.48,No,No,,9/27/2025,2/13/2026,,,,2/13/2026,1/9/2025,12/25/2024,,18,Inventory Item
Tire,HAN-8858245X110SB,Hankook,P Zero,245,245,11,- None -,,0,N/A,Hankook P Zero 245x11,"Orlando, FL",13,41,0,0,0,1,5,12,4,3,1,8,3,6,24,243.99,226.97,Retail,397.09,359.27,340.36,321.45,302.54,283.63,321.45,268.39,385.74,35.48,No,No,,12/6/2025,1/29/2026,,,,1/29/2026,5/23/2024,1/10/2025,9/11/2024,20,Inventory Item
Tire,HAN-8858245X110SB,Hankook,P Zero,245,245,11,- None -,,0,N/A,Hankook P Zero 245x11,"Tampa, FL",79,0,9,0,0,0,0,0,0,0,0,0,0,0,1,243.99,239.07,Retail,397.09,359.27,340.36,321.45,302.54,283.63,321.45,268.39,385.74,35.48,No,No,,11/22/2025,3/3/2026,,,,3/3/2026,4/26/2024,9/10/2024,,16,Inventory Item
Tire,YOK-3502265X90SB,Yokohama,Advan Sport V107,265,265,9,- None -,- None -,0,N/A,Yokohama Advan Sport V107 265x9,"Nashville, TN",61,84,0,0,0,26,94,225,33,27,6,93,21,164,389,95.99,94.71,Retail,135.06,122.2,115.77,109.34,102.9,96.47,109.34,105.59,131.2,25.38,No,No,,1/24/2026,10/16/2025,,,,10/16/2025,8/24/2024,12/26/2024,,9,Inventory Item
Tire,YOK-3502265X90SB,Yokohama,Advan Sport V107,265,265,9,- None -,,0,N/A,Yokohama Advan Sport V107 265x9,"Orlando, FL",24,0,58,174,0,0,0,0,0,0,0,0,0,0,1,95.99,89.78,Retail,135.06,122.2,115.77,109.34,102.9,96.47,109.34,105.59,131.2,25.38,No,No,,2/21/2026,2/6/2026,,,,2/6/2026,1/26/2025,10/27/2024,1/27/2025,13,Inventory Item
Tire,TOY-2922275X100-18MB,Toyo,Proxes Sport,275,275,10,- None -,,0,N/A,Toyo Proxes Sport 275x10,"Dallas, TX",11,0,46,0,0,3,3,15,1,2,1,3,0,7,8,164.99,162.86,Retail,268.52,242.94,230.16,217.37,204.58,191.8,217.37,181.49,260.84,35.48,No,No,,1/29/2026,2/13/2026,5/7/2025,,,2/13/2026,4/7/2024,10/20/2024,9/3/2024,16,Inventory Item
Tire,TOY-2922275X100-18MB,Toyo,Proxes Sport,275,275,10,- None -,,0,N/A,Toyo Proxes Sport 275x10,"Houston, TX",4,0,0,43,0,57,37,107,33,27,49,25,30,160,229,164.99,169.38,Retail,268.52,242.94,230.16,217.37,204.58,191.8,217.37,181.49,260.84,35.48,No,No,,10/9/2025,12/12/2025,,,3/25/2026,12/12/2025,5/16/2024,3/17/2025,,15,Inventory Item
Tire,TOY-2922275X100-18MB,Toyo,Proxes Sport,275,275,10,- None -,,0,N/A,Toyo Proxes Sport 275x10,"Charlotte, NC",24,26,0,0,0,1,1,4,2,0,2,5,2,5,22,164.99,158.08,Retail,268.52,242.94,230.16,217.37,204.58,191.8,217.37,181.49,260.84,35.48,No,No,,11/10/2025,3/12/2026,,,,3/12/2026,9/10/2024,1/27/2025,,16,Inventory Item
Tire,TOY-2922275X100-18MB,Toyo,Proxes Sport,275,275,10,- None -,- None -,0,N/A,Toyo Proxes Sport 275x10,"Orlando, FL",55,0,0,52,0,0,28,80,21,8,9,17,17,31,195,164.99,171.46,Retail,268.52,242.94,230.16,217.37,204.58,191.8,217.37,181.49,260.84,35.48,No,No,,2/25/2026,10/14/2025,4/19/2025,11/27/2025,,10/14/2025,1/8/2025,2/17/2025,,14,Inventory Item
